sn,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23
1723,3,2,1,2,2,4,3,3,3,2,2,3,3,4,2,3,2,4,1,4,5,4,4
1724,2,1,2,3,2,1,2,2,3,2,2,2,1,2,2,2,2,1,1,4,4,2,4
1725,2,2,4,2,3,2,2,2,2,3,1,2,2,3,3,2,1,2,1,2,2,2,4
1726,3,2,4,4,3,1,5,3,2,4,3,4,3,2,4,3,2,1,2,3,3,2,1
1727,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,3,3,3,3
1728,3,1,2,4,4,2,3,3,3,2,2,4,4,2,4,3,4,2,2,4,4,2,2
1729,2,2,2,3,3,2,2,2,1,3,2,4,2,2,3,3,2,3,1,4,3,3,3
1730,2,2,3,3,3,2,2,2,2,4,2,3,3,4,3,2,2,3,3,2,3,3,3
1731,2,1,2,4,3,4,3,2,1,2,2,3,4,3,4,4,4,3,1,5,3,2,2
1732,5,1,1,2,2,1,4,1,1,2,1,2,1,3,4,5,2,5,1,5,4,1,5
1733,3,1,2,4,4,5,4,1,1,3,2,4,3,4,4,3,2,5,3,4,4,3,4
1734,2,1,3,2,3,3,3,2,1,2,2,3,3,3,2,3,3,3,3,5,5,3,3
1735,3,2,3,3,4,2,3,4,3,2,3,4,4,4,2,3,4,4,3,1,2,2,5
1736,4,1,2,4,4,2,3,4,2,4,3,4,4,4,4,4,4,2,1,5,4,1,2
1737,2,3,3,3,2,4,4,2,1,4,2,4,3,4,3,2,2,3,1,3,4,2,5
1738,2,2,4,3,3,1,2,1,3,2,2,3,1,3,2,3,2,1,3,4,4,3,4
1739,2,2,4,2,2,2,2,2,4,3,2,2,2,3,3,2,2,2,4,3,2,4,2
1740,3,1,2,4,5,2,3,3,4,2,3,4,4,4,4,4,3,3,4,5,4,1,3
1741,3,1,2,4,2,2,4,3,2,4,2,3,2,3,3,3,2,3,3,3,3,3,3
1742,2,3,4,2,2,1,2,2,4,2,2,2,2,2,3,2,3,1,3,3,2,3,4
1743,2,4,3,2,3,1,2,2,4,2,1,2,2,3,3,3,2,3,4,4,3,4,4
1744,2,1,2,1,2,2,1,1,4,2,1,3,2,3,1,1,1,2,4,4,3,4,4
1745,2,1,2,3,3,2,3,3,4,2,3,4,2,3,3,4,3,3,1,4,4,2,1
1746,2,1,1,2,2,2,3,2,1,2,2,3,3,2,2,3,2,2,1,3,4,4,2
1747,2,1,1,4,2,2,1,1,1,1,2,4,4,4,2,2,1,4,1,5,5,2,5
1748,3,1,1,4,4,2,4,2,3,2,2,3,3,2,4,3,2,2,1,5,5,4,4
1749,1,1,1,4,3,3,4,2,3,1,2,3,3,4,2,3,2,3,1,4,4,3,5
1750,2,1,1,4,3,2,3,2,1,3,3,4,3,3,3,4,3,3,3,4,4,2,4
1751,2,1,2,2,2,4,4,2,4,2,3,2,3,3,3,3,2,3,2,3,4,2,2
1752,2,1,1,4,3,1,4,4,4,1,3,3,4,4,4,5,5,2,1,5,5,3,5
1753,2,1,4,3,2,2,3,2,2,2,2,3,2,4,2,2,2,2,1,2,2,2,1
1754,2,2,4,2,4,1,2,2,4,2,4,4,4,2,2,2,4,2,1,4,4,2,5
1755,2,3,4,1,2,1,2,2,4,2,1,3,1,1,1,3,1,1,4,4,2,4,2
1756,2,2,3,3,2,1,2,2,4,2,1,2,1,2,2,3,1,1,3,3,3,4,5
1757,3,2,3,3,2,1,1,2,4,1,2,2,2,2,1,4,2,3,4,3,3,3,4
1758,3,1,2,2,2,1,3,2,2,2,2,4,2,3,3,3,2,3,1,4,4,2,4
1759,2,1,3,4,3,1,3,2,3,2,2,3,2,1,2,2,2,2,2,4,3,2,4
1760,3,1,1,2,4,5,4,2,1,2,3,4,3,4,2,1,3,4,1,4,4,5,2
1761,3,2,3,3,2,2,2,2,3,3,2,3,2,3,2,3,2,2,3,2,3,4,4
1762,2,1,3,2,4,2,3,2,3,2,2,3,2,3,2,4,2,3,3,4,4,3,4
1763,2,3,4,2,2,2,2,2,5,2,1,3,1,1,2,2,2,1,5,3,2,4,4
1764,3,1,4,2,2,2,3,2,4,2,2,2,2,4,3,4,3,2,1,4,4,3,4
1765,3,2,3,2,3,2,2,2,4,3,2,2,2,3,3,2,2,2,3,3,2,3,3
1766,3,2,3,2,2,1,2,2,4,2,2,2,1,2,2,3,2,2,3,4,3,3,3
1767,2,2,3,2,2,1,3,2,3,2,2,3,2,2,2,2,2,2,3,4,2,3,3
1768,2,2,3,3,2,2,2,2,1,4,2,3,4,3,4,3,2,3,2,4,4,2,2
1769,3,1,2,3,2,1,3,3,5,3,2,3,3,3,3,2,2,2,1,5,4,2,3
1770,2,2,3,2,3,2,2,2,4,2,2,2,2,3,3,2,2,1,4,4,2,3,3
1771,2,3,3,2,2,1,2,2,3,2,1,3,2,3,3,2,2,2,3,3,2,4,3
1772,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,3,4,5
1773,2,1,3,2,2,2,3,2,1,2,2,3,4,3,2,2,2,3,2,4,3,1,4
1774,3,1,3,3,4,5,4,3,1,3,2,2,2,4,3,3,3,2,2,1,2,2,2
1775,2,1,2,3,2,2,3,2,2,2,2,3,2,3,2,3,2,2,1,3,3,3,4
1776,2,4,2,3,2,2,2,3,5,2,3,3,2,2,4,3,3,1,2,3,2,4,4
1777,2,1,3,2,3,1,2,1,1,1,1,2,2,2,3,3,1,1,3,3,3,2,3
1778,2,1,2,2,3,2,2,2,1,2,2,3,2,3,3,4,2,2,2,2,3,2,3
1779,5,1,1,4,4,5,2,5,1,2,5,5,4,5,5,5,5,5,3,5,5,1,5
1780,1,1,1,3,5,1,2,2,3,2,3,5,2,5,2,2,3,1,1,5,5,3,4
1781,2,1,1,2,3,3,1,2,2,1,2,2,1,3,3,2,2,2,1,3,3,3,3
1782,2,1,1,3,4,2,3,2,3,2,2,3,2,2,4,3,2,3,2,5,4,3,4
1783,2,2,4,4,2,1,3,2,1,2,2,2,3,3,3,3,2,2,2,2,2,4,3
1784,2,1,3,2,2,2,2,2,1,3,2,2,2,3,2,2,2,2,2,4,2,3,3
1785,3,1,1,5,3,2,4,2,1,3,4,5,4,3,5,4,4,4,1,5,5,1,3
1786,3,2,3,2,3,4,3,3,5,1,2,3,3,5,4,3,4,4,2,2,4,2,5
1787,3,1,2,3,1,3,5,2,1,1,3,3,3,4,4,4,4,2,1,5,4,1,3
1788,2,1,4,2,4,1,2,1,1,2,2,2,2,2,2,2,1,2,1,5,4,1,4
1789,2,3,2,3,3,2,2,2,4,2,2,2,2,2,3,3,2,2,3,3,2,3,3
1790,2,2,3,3,2,1,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3
1791,1,1,3,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,4,2,3,4
1792,2,1,4,1,2,3,3,2,5,2,2,4,2,5,4,2,3,3,3,2,2,4,3
1793,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3
1794,3,1,1,3,3,3,4,3,5,2,2,4,3,4,3,3,3,4,2,4,4,3,3
1795,2,1,1,4,2,5,4,2,2,3,2,4,3,3,5,3,2,4,2,4,4,3,3
1796,3,1,1,3,4,2,3,3,4,3,3,3,2,5,2,3,3,1,3,5,4,3,2
1797,2,1,3,3,2,1,2,2,1,3,2,3,2,3,2,2,2,3,1,4,4,4,3
1798,1,2,4,1,1,1,1,1,4,2,2,1,1,2,2,2,1,1,4,2,1,5,5
1799,3,1,2,3,3,2,3,3,1,2,2,4,3,4,4,3,3,3,1,4,4,1,1
1800,2,1,3,2,2,3,2,2,1,2,3,3,3,3,4,2,3,2,2,3,3,4,3
1801,2,2,1,4,2,1,1,3,4,1,3,4,2,2,2,2,3,1,2,5,4,3,4
1802,3,2,1,4,4,3,5,3,2,2,2,3,3,4,3,4,4,5,3,2,3,1,4
1803,2,1,2,3,3,2,2,2,3,2,2,4,3,2,3,3,2,3,1,5,3,2,2
1804,3,1,2,2,2,2,1,2,5,2,2,4,4,3,2,2,3,3,2,4,2,4,5
1805,2,3,2,2,2,2,4,2,3,2,1,3,2,4,3,3,2,3,2,4,4,3,3
1806,3,2,3,3,4,3,3,2,2,4,3,3,2,2,3,3,2,2,3,4,2,1,2
1807,4,2,1,4,3,2,3,3,4,2,3,4,2,4,3,4,3,3,2,5,3,3,2
1808,2,1,2,3,3,2,2,4,3,4,2,4,3,2,1,2,2,1,1,5,3,4,4
1809,2,1,2,2,3,2,2,3,3,2,2,2,2,3,2,2,2,2,2,3,3,4,4
1810,3,1,2,3,4,2,4,2,1,4,3,4,3,3,3,3,4,3,2,4,4,3,1
1811,2,4,5,1,4,2,4,2,3,4,1,3,4,2,3,2,3,2,2,4,3,2,5
1812,2,1,3,3,3,2,5,1,3,1,3,4,2,3,2,3,2,4,3,2,2,2,4
1813,3,1,2,3,3,3,3,1,2,5,2,4,3,3,3,3,2,3,3,3,3,4,4
1814,3,1,1,3,3,4,5,2,1,4,2,5,4,4,3,2,3,3,1,5,5,3,5
1815,2,2,5,4,4,1,4,2,2,2,2,2,2,4,3,4,3,2,4,5,4,4,2
1816,2,2,4,2,2,2,2,2,4,2,2,2,2,3,3,2,2,2,2,3,2,2,3
1817,2,1,1,2,2,1,2,3,1,1,3,3,3,2,4,4,3,2,1,4,2,2,4
1818,2,2,2,2,2,2,2,4,2,2,4,3,2,3,2,3,2,3,2,4,3,2,2
1819,3,2,3,3,5,2,5,2,4,2,2,2,2,3,4,3,3,1,4,3,3,4,3
1820,2,3,4,2,2,1,2,1,4,1,1,3,2,2,1,1,1,2,1,2,2,3,4
1821,2,3,4,2,2,1,3,3,5,1,2,3,2,3,2,3,3,3,2,3,3,2,4
1822,3,1,2,2,3,2,4,3,4,2,3,3,2,2,2,3,3,3,1,5,3,4,2
1823,3,1,2,2,3,2,3,2,1,2,2,2,3,4,2,3,2,2,2,4,4,4,5
1824,3,4,2,4,4,4,3,4,4,3,3,4,4,4,4,4,2,2,1,2,4,3,5
1825,4,1,1,5,5,2,3,5,5,1,4,5,4,4,4,5,5,4,1,5,4,4,4
1826,3,1,1,5,4,3,3,2,1,3,2,4,3,4,3,4,2,3,2,3,3,2,2
1827,3,1,2,3,5,3,4,3,1,4,3,3,4,3,5,4,4,3,2,3,2,1,3
1828,3,1,3,4,3,4,3,2,2,3,3,3,3,3,3,3,2,3,2,4,4,2,4
1829,2,1,2,1,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2
1830,2,1,2,2,1,2,4,2,1,4,2,4,3,2,4,3,3,3,2,4,3,2,4
1831,2,1,4,3,3,2,3,2,3,2,2,3,3,2,2,2,3,2,2,3,3,3,3
1832,1,2,2,1,2,1,2,2,4,2,2,2,2,3,2,2,2,1,2,4,4,1,1
1833,2,2,3,3,3,1,1,1,4,2,2,3,1,2,2,3,1,1,1,4,2,4,4
1834,2,2,4,2,2,2,3,2,3,2,2,3,2,3,2,3,2,2,3,4,3,3,3
1835,3,2,3,2,4,2,3,4,3,1,3,3,2,4,3,4,4,3,3,5,3,5,3
1836,2,2,2,3,3,4,4,2,3,4,2,4,3,3,4,2,3,3,4,4,3,4,4
1837,2,1,2,3,2,1,2,5,5,1,4,4,2,5,2,3,5,4,3,4,2,5,5
1838,3,1,2,3,4,2,3,2,2,2,2,3,3,4,3,3,2,3,1,5,5,3,3
1839,5,4,4,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,1,5,5,4,5
1840,4,5,1,5,5,5,2,3,1,4,5,3,4,3,2,4,4,2,3,4,4,2,4
1841,2,1,2,3,4,3,5,2,1,5,2,4,1,4,5,5,2,5,1,5,3,2,1
1842,3,1,2,4,3,2,3,2,4,2,2,4,2,3,2,3,2,2,2,3,3,3,4
1843,3,2,2,5,4,2,2,3,4,1,3,4,4,2,2,2,3,2,4,3,4,2,5
1844,2,1,4,3,2,2,4,2,2,2,2,3,2,3,4,3,2,3,2,4,4,3,4
1845,3,1,1,4,2,4,4,2,5,2,4,5,4,3,5,2,4,2,4,4,4,1,4
1846,2,1,2,3,2,3,3,2,3,2,3,4,4,3,2,3,3,4,2,3,2,3,3
1847,1,5,1,5,4,4,5,3,1,3,3,5,3,4,5,5,4,5,1,5,5,5,3
1848,1,1,3,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,4,2,2,4,4
1849,2,2,4,2,2,1,3,2,5,1,2,2,1,2,1,3,2,2,5,3,3,2,5
1850,3,1,1,3,3,4,4,3,2,2,3,3,3,4,4,3,4,3,1,4,4,4,3
1851,2,1,1,3,3,2,2,2,1,1,2,3,3,2,2,3,2,4,1,4,3,2,1
1852,3,1,2,3,3,3,4,3,2,2,4,4,3,3,3,3,2,2,4,3,4,3,2
1853,3,1,3,2,2,4,4,2,4,2,2,5,3,3,3,3,2,3,3,4,3,1,3
1854,2,1,2,3,3,2,2,3,4,4,4,4,2,4,2,4,3,2,3,2,3,3,4
1855,3,2,1,4,3,2,5,2,4,4,3,4,2,4,4,5,3,4,1,5,5,1,3
1856,1,1,2,2,2,1,2,2,1,2,2,3,2,3,2,3,2,1,3,2,3,3,4
1857,1,1,3,3,2,2,3,2,3,2,2,4,2,4,2,2,2,2,3,4,3,3,3
1858,3,1,2,4,4,5,4,2,2,4,4,4,4,4,4,4,4,4,2,5,5,2,4
1859,2,1,3,3,2,2,3,3,2,2,3,3,3,3,3,3,3,2,2,4,3,4,3
1860,2,2,3,4,1,1,4,3,4,2,2,5,3,5,3,4,4,3,2,5,5,4,5
1861,2,2,2,4,2,2,4,2,4,3,2,3,2,3,4,2,2,3,2,4,3,3,3
1862,2,2,4,2,2,1,1,2,3,2,2,3,2,2,2,2,1,1,4,3,2,4,4
1863,2,2,3,2,2,1,2,2,2,1,2,2,2,2,2,3,2,2,3,3,3,2,3
1864,3,3,4,3,4,4,4,2,4,2,3,3,4,3,2,3,2,4,3,4,3,4,4
1865,3,2,3,4,4,2,3,3,4,2,3,3,3,4,2,3,3,3,2,3,4,3,4
1866,2,1,2,2,4,1,5,1,1,4,1,5,4,5,5,4,3,3,1,5,2,1,5
1867,4,2,2,4,2,2,2,3,4,2,2,3,3,3,2,3,2,2,1,3,3,4,4
1868,3,1,2,3,4,2,3,2,1,3,2,5,3,4,2,4,2,2,1,5,4,2,4
1869,2,1,3,3,4,4,4,2,2,2,2,3,2,2,2,3,2,3,4,3,3,4,2
1870,4,1,2,4,3,2,4,2,1,3,3,4,4,3,4,5,5,4,2,5,4,2,2
1871,4,1,2,3,3,4,4,2,3,2,3,4,4,3,2,4,2,3,2,3,4,4,4
1872,3,2,3,4,3,2,3,4,4,4,4,3,4,4,4,4,4,2,1,4,4,2,3
1873,3,1,2,3,3,1,2,3,2,2,2,3,2,3,3,3,3,2,2,3,3,3,3
1874,2,3,3,2,3,1,1,2,5,2,2,3,1,3,2,3,2,1,4,4,2,5,3
1875,3,1,1,5,2,2,4,2,1,2,2,4,3,3,2,3,2,3,1,4,4,4,4
1876,3,1,3,3,3,2,4,2,5,2,2,4,3,4,3,3,2,2,3,4,4,3,4
1877,3,2,3,2,2,2,2,2,3,2,2,3,2,3,2,3,3,2,2,4,3,2,4
1878,4,1,2,3,2,5,4,1,1,2,2,5,5,4,2,4,2,5,1,2,4,1,4
1879,3,2,2,3,4,3,4,4,3,2,4,3,3,4,3,3,4,3,3,2,3,4,4
1880,4,2,3,4,4,2,4,2,4,3,2,4,3,4,2,4,2,3,3,3,4,4,3
1881,2,2,2,2,4,3,4,2,2,2,3,3,3,2,2,2,3,3,2,2,2,3,4
1882,3,2,2,3,4,2,2,4,2,2,3,4,3,3,4,3,4,3,1,5,4,1,3
1883,2,1,4,2,3,4,4,2,5,4,2,3,3,2,2,2,2,3,2,4,4,4,4
1884,2,1,1,1,5,1,1,1,3,1,3,5,4,5,1,2,3,5,1,5,5,3,3
1885,3,3,4,3,2,2,1,3,1,1,2,3,3,2,1,1,3,1,2,3,3,1,2
1886,1,3,3,3,2,1,1,1,4,1,1,1,1,1,1,2,1,1,2,2,2,4,4
1887,3,2,2,4,4,3,4,1,2,2,2,4,3,4,3,4,3,4,2,4,4,2,3
1888,3,1,2,4,3,5,5,3,2,3,3,4,3,4,3,4,3,4,1,4,4,2,4
1889,4,1,2,3,4,4,4,3,2,3,3,5,4,4,4,4,4,5,1,3,4,2,3
1890,2,1,2,2,3,1,2,1,2,2,2,3,2,5,2,2,1,3,3,4,4,3,3
1891,1,2,4,2,2,2,4,2,4,2,2,4,2,4,4,3,2,3,2,4,4,2,4
1892,2,3,4,2,2,2,2,3,3,2,2,2,1,2,2,2,2,2,3,2,2,3,3
1893,3,1,2,4,4,2,3,4,5,2,2,3,3,3,3,3,4,3,2,2,3,3,3
1894,2,2,3,3,2,3,3,2,4,3,1,3,1,3,2,2,2,2,2,3,3,3,4
1895,2,1,4,3,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,3,2,1,4
1896,2,2,2,2,1,1,4,2,4,2,1,3,1,2,2,3,2,2,2,4,4,3,4
1897,3,3,2,3,4,3,4,3,3,2,2,3,2,4,3,4,3,4,2,4,5,1,3
1898,2,2,3,2,3,2,2,2,2,3,2,3,2,2,3,3,2,2,4,4,2,3,4
1899,2,2,3,2,4,2,3,2,4,3,2,4,4,3,3,4,3,4,2,4,2,3,3
1900,4,1,1,4,4,2,2,2,3,2,3,4,3,4,3,3,3,4,4,5,3,3,2
1901,2,1,1,2,4,2,2,3,2,2,2,3,2,3,3,3,3,3,2,3,4,4,2
1902,3,1,3,5,2,2,4,2,3,1,1,3,2,5,2,5,3,3,4,3,4,3,5
1903,3,1,1,3,3,2,4,3,3,2,3,4,3,3,4,3,4,3,1,4,4,3,4
1904,3,2,1,3,3,3,4,5,5,2,4,5,3,4,5,4,4,4,2,5,4,4,5
1905,4,1,1,4,2,5,4,5,4,2,5,5,5,5,4,3,2,5,1,5,4,3,4
1906,1,2,3,3,3,1,2,2,1,2,2,3,2,3,2,2,2,2,3,4,4,4,4
1907,3,1,3,2,1,1,2,3,1,1,3,3,3,3,3,3,3,2,1,4,3,3,5
1908,2,1,1,4,2,1,3,2,2,3,2,3,4,5,4,4,3,3,3,4,3,2,3
1909,2,1,2,2,2,3,3,2,2,3,2,2,3,3,2,3,2,2,3,3,4,3,3
1910,2,1,1,3,2,3,3,2,1,4,2,3,2,3,2,2,2,3,2,4,4,2,3
1911,3,2,3,4,4,3,4,3,2,2,3,4,3,3,4,2,4,2,4,3,3,4,4
1912,3,1,2,4,3,4,3,2,1,3,2,3,3,4,4,3,3,5,2,4,4,2,4
1913,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,4,4,3,4
1914,3,1,1,4,4,1,4,3,1,2,4,5,3,5,1,3,3,4,1,5,5,3,2
1915,2,1,2,3,2,4,4,4,3,2,4,3,3,3,4,3,4,2,1,5,3,2,2
1916,2,2,4,3,3,3,4,5,4,2,4,3,3,2,3,4,3,3,4,2,3,3,4
1917,3,1,3,2,2,2,4,2,5,2,3,2,2,4,5,3,2,1,1,5,3,2,5
1918,2,1,1,4,2,4,4,2,1,2,4,3,3,3,4,4,4,4,3,5,5,3,3
1919,2,1,2,1,3,2,2,4,3,2,3,4,3,3,2,3,3,3,2,5,4,3,2
1920,1,1,1,1,1,1,2,4,1,2,3,3,2,4,5,3,3,2,1,5,3,2,5
1921,2,2,3,3,2,2,2,3,3,2,2,3,2,2,3,2,3,2,1,3,3,3,3
1922,3,2,4,2,4,3,3,1,3,1,1,2,2,3,2,3,1,1,2,2,2,2,1
1923,4,1,1,5,5,3,3,5,1,2,4,5,4,5,5,5,5,3,1,5,5,3,4
1924,2,1,2,3,3,1,3,3,3,2,2,4,2,3,3,3,2,2,1,5,3,4,4
1925,2,2,4,3,2,3,2,2,4,3,2,3,2,1,2,2,3,3,4,4,2,4,4
1926,2,1,3,2,2,1,2,2,4,1,1,3,2,1,2,2,2,2,1,3,2,2,4
1927,2,1,3,3,3,1,3,2,1,2,2,3,1,2,3,3,3,2,4,3,2,2,4
1928,4,2,2,3,4,4,4,2,2,2,3,5,5,4,3,4,3,5,1,5,4,2,2
1929,2,1,3,2,2,2,3,2,4,2,2,2,2,3,3,3,2,3,1,4,4,1,3
1930,2,1,2,2,4,2,2,2,2,2,3,4,2,3,4,2,4,2,2,4,2,3,4
1931,1,3,4,3,3,3,3,1,3,2,1,2,1,3,2,1,1,2,4,2,2,4,4
1932,2,1,3,2,2,2,2,2,2,2,2,3,2,2,3,3,2,1,4,3,2,4,2
1933,4,1,1,5,4,4,3,4,4,1,2,4,4,5,5,4,4,4,4,5,3,1,1
1934,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4
1935,4,2,3,4,2,4,3,4,4,3,4,3,3,4,2,4,4,4,4,4,3,4,4
1936,2,2,3,3,3,2,3,2,2,2,2,2,3,3,2,3,2,3,3,4,3,2,3
1937,3,1,2,3,4,3,4,2,3,3,2,3,2,2,2,3,3,2,1,5,5,3,4
1938,3,1,4,2,2,2,2,2,1,3,2,2,2,4,2,1,2,2,4,4,3,2,4
1939,2,4,4,1,2,2,2,2,3,2,2,2,2,2,3,2,2,2,4,2,2,4,4
1940,2,2,3,2,4,2,4,2,4,2,2,2,2,2,2,4,2,2,2,5,4,4,4
1941,2,1,2,4,3,2,2,2,1,2,2,3,2,2,4,4,3,2,2,4,4,2,2
1942,1,1,5,1,2,4,3,2,3,2,2,5,4,3,4,2,2,2,1,3,3,3,4
1943,1,3,4,1,3,1,2,2,3,1,1,1,2,3,3,1,2,1,3,3,2,3,4
1944,3,2,2,3,3,3,4,2,4,2,2,4,4,3,3,2,2,3,3,4,4,3,3
1945,2,1,3,2,2,2,2,2,4,2,2,3,2,2,2,2,2,2,4,3,2,3,5
1946,3,1,3,3,4,4,3,3,3,4,3,3,4,3,5,4,2,4,1,4,4,3,3
1947,2,1,2,3,3,4,4,3,5,2,3,4,2,2,3,3,3,3,1,5,4,1,5
1948,1,1,2,1,2,1,2,2,3,3,2,3,3,3,3,3,3,1,3,4,3,4,4
1949,4,1,3,3,3,4,4,2,2,2,4,3,4,3,3,3,3,4,2,4,4,2,4
1950,3,1,1,4,3,4,4,2,1,3,2,5,3,4,2,3,2,4,1,5,5,2,4
1951,2,1,3,2,3,1,2,1,3,2,1,3,2,2,2,2,1,1,2,3,3,2,2
1952,2,3,2,3,5,2,4,2,3,2,2,5,4,4,2,3,2,5,2,5,5,3,3
1953,1,2,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,3,3,2,1,3
1954,2,1,3,3,4,2,3,3,2,3,3,3,2,2,3,3,3,3,3,4,3,2,2
1955,2,1,1,2,2,1,2,3,4,2,3,3,1,2,4,2,2,1,5,5,4,2,3
1956,2,2,3,2,2,1,3,2,5,2,3,2,2,2,3,2,1,2,3,4,2,2,4
1957,1,2,4,2,2,1,3,2,4,2,1,2,2,2,2,2,2,1,3,1,2,3,2
1958,4,2,1,3,4,1,3,2,3,3,3,3,4,4,2,4,2,3,3,5,2,4,5
1959,3,1,2,4,4,5,5,4,3,4,3,4,3,5,4,3,4,4,2,3,5,2,5
1960,2,2,4,3,4,3,4,3,4,2,2,2,2,2,3,3,3,2,2,4,4,2,3
1961,2,1,1,2,1,2,5,4,5,5,4,5,2,5,5,5,5,5,2,5,5,2,2
1962,3,2,3,4,2,1,1,1,4,2,2,2,1,2,2,2,2,1,4,3,2,4,4
1963,2,1,3,2,3,3,2,2,3,4,2,3,2,3,3,3,3,3,3,2,2,3,1
1964,2,1,3,3,2,2,2,2,3,2,2,2,2,2,2,2,1,1,4,4,3,4,5
1965,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,4,3,3,3,4,2,3,1
1966,2,2,1,2,4,3,4,2,2,3,2,4,2,2,4,4,2,4,1,4,4,2,1
1967,4,1,2,2,5,2,5,1,1,5,4,5,2,5,1,4,2,5,1,5,4,2,1
1968,2,2,4,2,2,1,2,2,4,2,2,3,2,2,3,3,1,2,3,3,2,3,3
1969,2,1,3,2,2,4,3,1,1,2,3,2,4,4,2,4,1,3,1,3,3,2,1
1970,2,2,3,3,4,2,4,3,4,2,2,2,2,2,2,3,2,2,2,2,2,4,4
1971,2,2,4,2,3,4,4,2,4,2,2,3,2,2,2,3,3,3,2,3,3,3,3
1972,1,2,4,2,2,2,3,2,3,2,1,2,2,2,3,4,2,1,1,4,3,4,3
1973,2,1,2,2,2,2,4,2,2,2,2,4,2,2,4,4,2,2,2,4,4,2,2
1974,2,3,4,2,2,2,1,1,5,1,1,3,2,2,2,2,2,2,3,2,4,2,2
1975,2,2,5,2,3,3,2,2,4,3,2,4,3,4,3,3,3,4,2,3,2,2,3
1976,2,2,2,3,3,3,4,3,2,2,2,3,2,3,2,3,3,2,2,4,4,2,4
1977,2,1,3,3,2,1,2,2,4,2,2,3,2,2,3,3,2,2,3,3,2,4,4
1978,4,1,2,4,4,3,5,2,1,1,2,4,4,5,5,5,2,3,1,5,4,1,5
1979,3,1,1,5,4,2,5,1,2,3,2,5,2,4,2,4,2,3,2,4,5,1,4
1980,2,2,2,4,3,1,3,2,1,2,1,3,4,5,3,3,2,2,2,3,3,2,3
1981,3,2,1,3,1,2,5,2,1,2,2,5,3,3,2,3,2,5,1,5,5,1,3
1982,2,1,2,2,2,1,2,2,1,1,1,3,2,2,3,2,2,2,1,4,2,3,2
1983,2,1,1,5,3,2,4,3,2,3,3,4,2,3,2,2,2,4,1,4,4,1,1
1984,2,3,4,3,2,5,5,2,5,3,2,2,3,3,3,3,3,5,4,1,3,4,4
1985,2,1,3,3,2,2,4,2,3,2,2,4,3,4,2,4,3,3,3,3,3,2,4
1986,2,2,3,2,3,2,2,4,4,3,3,3,3,2,4,3,3,2,4,3,3,4,4
1987,2,1,4,3,2,1,2,2,4,2,2,3,2,2,2,3,2,1,3,3,4,3,4
1988,4,1,1,4,3,3,5,3,1,3,5,5,1,4,4,5,4,4,2,1,5,2,4
1989,4,1,1,4,3,2,5,3,1,1,2,4,2,5,3,5,2,5,1,4,4,3,1
1990,2,3,3,2,2,1,2,2,4,2,2,2,2,2,2,3,2,2,2,3,3,3,3
1991,3,2,2,5,3,3,4,4,3,3,3,4,4,4,3,3,4,3,3,3,4,3,2
1992,3,2,2,3,3,2,4,2,4,2,2,3,2,4,3,3,2,3,2,5,4,3,4
1993,2,2,3,3,2,2,2,2,4,2,2,2,2,2,2,2,2,1,4,2,2,2,2
1994,2,1,2,3,2,2,3,1,1,4,2,4,4,3,2,3,2,4,3,5,4,4,5
1995,2,3,3,2,2,3,3,2,2,2,2,2,1,2,1,2,2,1,2,4,2,3,4
1996,2,1,1,3,4,2,4,2,2,4,3,3,3,2,4,3,3,3,1,5,4,4,4
1997,2,1,3,3,4,2,2,2,2,3,1,3,2,3,3,3,2,2,1,4,3,3,3
1998,3,1,2,3,5,1,3,1,4,1,1,4,1,2,4,3,2,1,2,4,4,4,2
1999,2,1,1,2,2,1,3,2,4,1,2,3,2,2,2,3,2,2,2,5,4,4,4
2000,2,4,3,4,2,3,4,2,2,2,3,3,3,4,2,2,3,3,4,4,4,4,4
2001,1,1,3,2,2,1,4,2,2,2,2,3,1,2,2,2,2,2,1,5,5,1,4
2002,2,1,2,4,2,5,5,2,1,2,2,3,3,5,3,3,2,4,2,4,5,1,2
2003,3,2,1,3,3,5,5,2,3,3,2,5,5,4,4,3,3,5,3,3,5,2,3
2004,1,1,1,2,2,2,5,2,3,3,3,4,3,2,2,3,2,2,1,5,2,2,1
2005,2,1,3,3,3,2,2,2,4,3,2,3,2,3,2,3,2,2,2,3,3,2,4
2006,3,1,1,2,3,1,3,2,3,2,2,3,2,3,3,3,2,3,2,5,5,3,2
